"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","61128","创建试卷-添加题目（知识图谱试题-按点模图谱）-保存发布-生产完成","chromium","Fri Oct 24 14:38:31 CST 2025","passed","Fri Oct 24 14:39:32 CST 2025","","","",""
